# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 07:46:25 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2
G 264-012 b,G 264-012,1,2,21h46m41.27s,326.6719598,+66d48m13.85s,66.8038480,16.0090000,0.0104000,-0.0103000
G 264-012 c,G 264-012,1,2,21h46m41.27s,326.6719598,+66d48m13.85s,66.8038480,16.0090000,0.0104000,-0.0103000
G 9-40 b,G 9-40,1,1,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,27.9276000,0.0451000,-0.0450000
GJ 1002 b,GJ 1002,1,2,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123,4.8486700,0.0030300,-0.0030400
GJ 1002 c,GJ 1002,1,2,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123,4.8486700,0.0030300,-0.0030400
GJ 1061 b,GJ 1061,1,3,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.6727800,0.0008900,-0.0009000
GJ 1061 c,GJ 1061,1,3,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.6727800,0.0008900,-0.0009000
GJ 1061 d,GJ 1061,1,3,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.6727800,0.0008900,-0.0009000
GJ 1132 b,GJ 1132,1,2,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.6130000,0.0070000,-0.0070000
GJ 1132 c,GJ 1132,1,2,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.6130000,0.0070000,-0.0070000
GJ 1148 b,GJ 1148,1,2,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143000,0.0064000,-0.0065000
GJ 1148 c,GJ 1148,1,2,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143000,0.0064000,-0.0065000
GJ 1151 c,GJ 1151,1,1,11h50m55.32s,177.7304866,+48d22m23.64s,48.3732334,8.0362500,0.0077200,-0.0077100
GJ 1214 b,GJ 1214,1,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,14.6427000,0.0372000,-0.0372000
GJ 1252 b,GJ 1252,1,1,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,20.3730000,0.0192000,-0.0192000
GJ 1265 b,GJ 1265,1,1,22h13m43.79s,333.4324675,-17d41m13.42s,-17.6870623,10.2525000,0.0075000,-0.0076000
GJ 143 b,GJ 143,1,2,03h27m00.05s,51.7501882,-63d30m00.60s,-63.5001660,16.3200000,0.0071000,-0.0071000
GJ 15 A b,GJ 15 A,2,2,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296,3.5622800,0.0005500,-0.0005500
GJ 15 A c,GJ 15 A,2,2,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296,3.5622800,0.0005500,-0.0005500
GJ 160.2 b,GJ 160.2,1,1,04h06m34.90s,61.6454173,-20d51m23.30s,-20.8564724,25.8557000,0.0393000,-0.0391000
GJ 163 b,GJ 163,1,3,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,15.1285000,0.0072000,-0.0072000
GJ 163 c,GJ 163,1,3,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,15.1285000,0.0072000,-0.0072000
GJ 163 d,GJ 163,1,3,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,15.1285000,0.0072000,-0.0072000
GJ 179 b,GJ 179,1,1,04h52m05.89s,73.0245495,+06d28m30.84s,6.4752347,12.3560000,0.0093000,-0.0093000
GJ 180 b,GJ 180,1,3,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940,11.9407000,0.0045000,-0.0045000
GJ 180 c,GJ 180,1,3,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940,11.9407000,0.0045000,-0.0045000
GJ 180 d,GJ 180,1,3,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940,11.9407000,0.0045000,-0.0045000
GJ 2030 b,GJ 2030,1,2,03h23m17.70s,50.8237604,-07d47m42.15s,-7.7950429,37.0788000,0.0647000,-0.0644000
GJ 2030 c,GJ 2030,1,2,03h23m17.70s,50.8237604,-07d47m42.15s,-7.7950429,37.0788000,0.0647000,-0.0644000
GJ 2056 b,GJ 2056,1,1,07h12m04.68s,108.0194945,-24d53m31.56s,-24.8921008,28.4434000,0.0234000,-0.0233000
GJ 229 A c,GJ 229,2,2,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233,5.7562400,0.0015250,-0.0015250
GJ 229 b,GJ 229,2,2,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233,5.7562400,0.0015250,-0.0015250
GJ 238 b,GJ 238,1,1,06h33m49.17s,98.4548810,-58d31m30.11s,-58.5250316,15.2142000,0.0071000,-0.0072000
GJ 251 b,GJ 251,1,1,06h54m48.06s,103.7002499,+33d15m59.27s,33.2664632,5.5805700,0.0019800,-0.0019800
GJ 27.1 b,GJ 27.1,1,1,00h39m59.52s,9.9980016,-44d15m15.00s,-44.2541679,23.6062000,0.0256500,-0.0256500
GJ 273 b,GJ 273,1,2,07h27m24.50s,111.8520910,+05d13m32.91s,5.2258070,5.9215350,0.0206332,-0.0206332
GJ 273 c,GJ 273,1,2,07h27m24.50s,111.8520910,+05d13m32.91s,5.2258070,5.9215350,0.0206332,-0.0206332
GJ 3021 b,GJ 3021,2,1,00h16m15.22s,4.0634323,-79d51m05.12s,-79.8514218,17.5559000,0.0073000,-0.0073000
GJ 3082 b,GJ 3082,1,1,01h14m34.38s,18.6432425,-53d56m26.79s,-53.9407751,16.6186000,0.0074500,-0.0074500
GJ 3090 b,GJ 3090,1,1,01h21m45.22s,20.4384281,-46d42m53.00s,-46.7147234,22.4751000,0.0260500,-0.0260500
GJ 3138 b,GJ 3138,1,3,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495,28.4712000,0.0350500,-0.0350500
GJ 3138 c,GJ 3138,1,3,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495,28.4712000,0.0350500,-0.0350500
GJ 3138 d,GJ 3138,1,3,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495,28.4712000,0.0350500,-0.0350500
GJ 317 b,GJ 317,1,2,08h40m58.69s,130.2445254,-23d27m10.11s,-23.4528090,15.1968000,0.0130000,-0.0129000
GJ 317 c,GJ 317,1,2,08h40m58.69s,130.2445254,-23d27m10.11s,-23.4528090,15.1968000,0.0130000,-0.0129000
GJ 3222 b,GJ 3222,2,1,03h23m35.34s,50.8972464,-40d04m34.44s,-40.0762325,18.2381700,,
GJ 328 b,GJ 328,1,2,08h55m07.67s,133.7819507,+01d32m31.20s,1.5420011,20.5266000,0.0168500,-0.0168500
GJ 328 c,GJ 328,1,2,08h55m07.67s,133.7819507,+01d32m31.20s,1.5420011,20.5266000,0.0168500,-0.0168500
GJ 3293 b,GJ 3293,1,4,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396,20.1903000,0.0216000,-0.0216000
GJ 3293 c,GJ 3293,1,4,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396,20.1903000,0.0216000,-0.0216000
GJ 3293 d,GJ 3293,1,4,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396,20.1903000,0.0216000,-0.0216000
GJ 3293 e,GJ 3293,1,4,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396,20.1903000,0.0216000,-0.0216000
GJ 3323 b,GJ 3323,1,2,05h01m56.85s,75.4868824,-06d56m54.65s,-6.9485133,5.3748400,0.0017200,-0.0017200
GJ 3323 c,GJ 3323,1,2,05h01m56.85s,75.4868824,-06d56m54.65s,-6.9485133,5.3748400,0.0017200,-0.0017200
GJ 3341 b,GJ 3341,1,1,05h15m47.31s,78.9471415,-31d17m41.44s,-31.2948458,23.6190000,0.0291000,-0.0290000
GJ 338 B b,GJ 338 B,2,1,09h14m22.00s,138.5916722,+52d41m00.68s,52.6835211,6.3325600,0.0016700,-0.0016800
GJ 3470 b,GJ 3470,1,1,07h59m05.64s,119.7735021,+15d23m28.35s,15.3912090,29.4214000,0.0508000,-0.0507000
GJ 3473 b,GJ 3473,2,2,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629,27.3644000,0.0376000,-0.0376000
GJ 3473 c,GJ 3473,2,2,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629,27.3644000,0.0376000,-0.0376000
GJ 3512 b,GJ 3512,1,2,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364,9.4863700,0.0085700,-0.0085600
GJ 3512 c,GJ 3512,1,2,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364,9.4863700,0.0085700,-0.0085600
GJ 357 b,GJ 357,1,3,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.4418100,0.0051100,-0.0051100
GJ 357 c,GJ 357,1,3,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.4418100,0.0051100,-0.0051100
GJ 357 d,GJ 357,1,3,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.4418100,0.0051100,-0.0051100
GJ 3634 b,GJ 3634,1,1,10h58m34.40s,164.6433493,-31d08m39.62s,-31.1443383,20.3779000,0.0316500,-0.0316500
GJ 367 b,GJ 367,1,3,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165,9.4126300,0.0028350,-0.0028350
GJ 367 c,GJ 367,1,3,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165,9.4126300,0.0028350,-0.0028350
GJ 367 d,GJ 367,1,3,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165,9.4126300,0.0028350,-0.0028350
GJ 3779 b,GJ 3779,1,1,13h22m56.05s,200.7335358,+24d27m50.19s,24.4639425,13.7430000,0.0117000,-0.0116000
GJ 3929 b,GJ 3929,1,2,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,15.8095000,0.0096000,-0.0095000
GJ 3929 c,GJ 3929,1,2,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,15.8095000,0.0096000,-0.0095000
GJ 393 b,GJ 393,1,1,10h28m54.93s,157.2288672,+00d50m16.25s,0.8378485,7.0314900,0.0024850,-0.0024850
GJ 3942 b,GJ 3942,1,1,16h09m03.49s,242.2645452,+52d56m38.92s,52.9441443,16.9287000,0.0063500,-0.0063500
GJ 3988 b,GJ 3988,1,1,17h03m24.09s,255.8503747,+51d24m32.33s,51.4089795,9.9105000,0.0041600,-0.0041600
GJ 3998 b,GJ 3998,1,2,17h16m00.49s,259.0020507,+11d03m22.23s,11.0561751,18.1459000,0.0165000,-0.0165000
GJ 3998 c,GJ 3998,1,2,17h16m00.49s,259.0020507,+11d03m22.23s,11.0561751,18.1459000,0.0165000,-0.0165000
GJ 411 b,GJ 411,1,2,11h03m20.27s,165.8344710,+35d58m20.34s,35.9723170,5.6757730,0.0059099,-0.0059099
GJ 414 A b,GJ 414 A,2,2,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688,11.8893000,0.0067000,-0.0067000
GJ 414 A c,GJ 414 A,2,2,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688,11.8893000,0.0067000,-0.0067000
GJ 422 b,GJ 422,1,1,11h15m55.45s,168.9810458,-57d32m33.23s,-57.5425629,12.6631000,0.0072000,-0.0073000
GJ 4276 b,GJ 4276,1,1,22h25m17.31s,336.3221454,+59d24m45.01s,59.4125030,21.3362000,0.0172000,-0.0172000
GJ 433 b,GJ 433,1,3,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.0645600,0.0036700,-0.0036700
GJ 433 c,GJ 433,1,3,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.0645600,0.0036700,-0.0036700
GJ 433 d,GJ 433,1,3,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.0645600,0.0036700,-0.0036700
GJ 436 b,GJ 436,1,1,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,9.7532100,0.0089800,-0.0089600
GJ 463 b,GJ 463,1,1,12h22m58.57s,185.7440496,+64d01m56.75s,64.0324311,18.3554000,0.0109000,-0.0109000
GJ 480 b,GJ 480,1,1,12h38m51.22s,189.7134226,+11d41m42.25s,11.6950708,14.2358000,0.0151500,-0.0151500
GJ 486 b,GJ 486,1,1,12h47m55.57s,191.9815310,+09d44m57.91s,9.7494181,8.0742600,0.0040950,-0.0040950
GJ 504 b,GJ 504,1,1,13h16m46.16s,199.1923480,+09d25m29.92s,9.4249781,17.5299000,0.0785000,-0.0778000
GJ 514 b,GJ 514,1,1,13h30m00.97s,202.5040424,+10d22m21.14s,10.3725387,7.6177800,0.0031750,-0.0031750
GJ 536 b,GJ 536,1,1,14h01m02.33s,210.2597264,-02d39m08.24s,-2.6522901,10.4092000,0.0095500,-0.0095500
GJ 581 b,GJ 581,1,3,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,6.2981000,0.0020950,-0.0020950
GJ 581 c,GJ 581,1,3,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,6.2981000,0.0020950,-0.0020950
GJ 581 e,GJ 581,1,3,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,6.2981000,0.0020950,-0.0020950
GJ 625 b,GJ 625,1,1,16h25m25.39s,246.3557854,+54d18m12.10s,54.3033625,6.4724900,0.0011550,-0.0011550
GJ 649 b,GJ 649,1,1,16h58m08.72s,254.5363221,+25d44m31.10s,25.7419719,10.3796000,0.0033500,-0.0033500
GJ 667 C b,GJ 667 C,3,5,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.2439600,0.0048600,-0.0048500
GJ 667 C c,GJ 667 C,3,5,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.2439600,0.0048600,-0.0048500
GJ 667 C e,GJ 667 C,3,5,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.2439600,0.0048600,-0.0048500
GJ 667 C f,GJ 667 C,3,5,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.2439600,0.0048600,-0.0048500
GJ 667 C g,GJ 667 C,3,5,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.2439600,0.0048600,-0.0048500
GJ 674 b,GJ 674,1,1,17h28m40.81s,262.1700476,-46d53m56.34s,-46.8989826,4.5489600,0.0010150,-0.0010150
GJ 676 A b,GJ 676 A,2,4,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,16.0272000,0.0101000,-0.0101000
GJ 676 A c,GJ 676 A,2,4,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,16.0272000,0.0101000,-0.0101000
GJ 676 A d,GJ 676 A,2,4,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,16.0272000,0.0101000,-0.0101000
GJ 676 A e,GJ 676 A,2,4,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,16.0272000,0.0101000,-0.0101000
GJ 680 b,GJ 680,2,1,17h35m13.73s,263.8072214,-48d40m43.83s,-48.6788427,9.6731500,0.0051350,-0.0051350
GJ 682 b,GJ 682,1,2,17h37m02.65s,264.2610245,-44d19m23.71s,-44.3232519,5.0067100,0.0021000,-0.0021000
GJ 682 c,GJ 682,1,2,17h37m02.65s,264.2610245,-44d19m23.71s,-44.3232519,5.0067100,0.0021000,-0.0021000
GJ 685 b,GJ 685,1,1,17h35m35.05s,263.8960378,+61d40m45.65s,61.6793482,14.3155000,0.0081000,-0.0081000
GJ 687 b,GJ 687,1,2,17h36m25.00s,264.1041731,+68d20m01.23s,68.3336741,4.5493900,0.0006800,-0.0006800
GJ 687 c,GJ 687,1,2,17h36m25.00s,264.1041731,+68d20m01.23s,68.3336741,4.5493900,0.0006800,-0.0006800
GJ 720 A b,GJ 720 A,2,1,18h35m19.06s,278.8294172,+45d44m44.17s,45.7456038,15.5575000,0.0061000,-0.0061000
GJ 724 b,GJ 724,1,1,18h40m57.21s,280.2383650,-13d22m57.00s,-13.3824997,16.9658000,0.0140000,-0.0140000
GJ 740 b,GJ 740,1,1,18h57m59.93s,284.4997178,+05d54m10.32s,5.9028670,11.1017000,0.0060500,-0.0060500
GJ 806 b,GJ 806,1,2,20h45m04.73s,311.2697002,+44d30m00.85s,44.5002351,12.0445000,0.0043500,-0.0043500
GJ 806 c,GJ 806,1,2,20h45m04.73s,311.2697002,+44d30m00.85s,44.5002351,12.0445000,0.0043500,-0.0043500
GJ 832 b,GJ 832,1,1,21h33m33.90s,323.3912616,-49d00m45.06s,-49.0125169,4.9643500,0.0010650,-0.0010650
GJ 849 b,GJ 849,1,2,22h09m41.52s,332.4229938,-04d38m26.99s,-4.6408317,8.8005800,0.0036150,-0.0036150
GJ 849 c,GJ 849,1,2,22h09m41.52s,332.4229938,-04d38m26.99s,-4.6408317,8.8005800,0.0036150,-0.0036150
GJ 86 b,GJ 86,2,1,02h10m29.39s,32.6224785,-50d49m15.58s,-50.8209945,10.7836000,0.0054000,-0.0053000
GJ 876 b,GJ 876,1,4,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.6751700,0.0016700,-0.0016700
GJ 876 c,GJ 876,1,4,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.6751700,0.0016700,-0.0016700
GJ 876 d,GJ 876,1,4,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.6751700,0.0016700,-0.0016700
GJ 876 e,GJ 876,1,4,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.6751700,0.0016700,-0.0016700
GJ 887 b,GJ 887,1,2,23h05m52.04s,346.4668274,-35d51m11.0s,-35.8530693,3.2900000,0.0100000,-0.0100000
GJ 887 c,GJ 887,1,2,23h05m52.04s,346.4668274,-35d51m11.0s,-35.8530693,3.2900000,0.0100000,-0.0100000
GJ 896 A b,GJ 896 A,2,1,23h31m52.81s,352.9700384,+19d56m13.20s,19.9370011,6.2602200,0.0032650,-0.0032650
GJ 900 b,GJ 900 A,3,1,23h35m00.63s,353.7526177,+01d36m19.88s,1.6055211,20.8065000,0.0357000,-0.0357000
GJ 9066 c,GJ 9066,1,1,02h00m14.12s,30.0588307,+13d02m39.54s,13.0443172,4.4710000,0.0021500,-0.0021500
GJ 9404 b,GJ 9404,1,1,12h19m23.33s,184.8472095,+28d22m57.77s,28.3827126,23.8839000,0.0254000,-0.0253000
GJ 96 b,GJ 96,1,1,02h22m14.98s,35.5624031,+47d52m48.75s,47.8802075,11.9315000,0.0093000,-0.0093000
GJ 9689 b,GJ 9689,1,1,20h13m52.26s,303.4677310,+13d23m20.01s,13.3888921,30.6203000,0.0418500,-0.0418500
GJ 9714 b,GJ 9714,1,1,21h01m39.40s,315.4141767,-32d31m30.01s,-32.5250028,20.5121000,0.0247000,-0.0247000
GJ 9827 b,GJ 9827,1,3,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.6610000,0.0543000,-0.0541000
GJ 9827 c,GJ 9827,1,3,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.6610000,0.0543000,-0.0541000
GJ 9827 d,GJ 9827,1,3,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.6610000,0.0543000,-0.0541000
GPX-1 b,GPX-1,1,1,02h33m28.60s,38.3691648,+56d01m32.55s,56.0257080,655.0130000,17.1020000,-16.2690000
GQ Lup b,GQ Lup,1,1,15h49m12.09s,237.3003643,-35d39m05.42s,-35.6515055,151.1690000,1.0960000,-1.0810000
GSC 06214-00210 b,GSC 06214-00210,1,1,16h21m54.65s,245.4776921,-20d43m09.62s,-20.7193398,108.5000000,0.5130000,-0.5080000
GU Psc b,GU Psc,1,1,01h12m35.16s,18.1464850,+17d03m54.01s,17.0650029,47.5501000,0.1649000,-0.1638000
Gaia-1 b,Gaia-1,1,1,06h02m34.48s,90.6436658,-00d34m37.60s,-0.5771099,363.6600000,3.0580000,-3.0080000
Gaia-2 b,Gaia-2,1,1,07h22m56.48s,110.7353308,+67d15m09.56s,67.2526565,209.2290000,1.1340000,-1.1210000
Gaia22dkvL b,Gaia22dkvL,1,1,10h07m04.56s,151.7690000,-66d10m51.20s,-66.1808889,1270.0000000,430.0000000,-250.0000000
Gl 378 b,Gl 378,1,1,10h02m20.77s,150.5865513,+48d04m56.83s,48.0824515,14.9545000,0.0072500,-0.0072500
Gl 49 b,Gl 49,2,1,01h02m40.50s,15.6687321,+62d20m43.58s,62.3454386,9.8528000,0.0032800,-0.0032800
Gl 686 b,Gl 686,1,1,17h37m54.36s,264.4764878,+18d35m45.42s,18.5959509,8.1572800,0.0023200,-0.0023200
Gliese 12 b,Gliese 12,1,1,00h15m49.90s,3.9579137,+13d33m27.42s,13.5576175,12.2100000,0.0130500,-0.0130500
HAT-P-1 b,HAT-P-1,2,1,22h57m46.89s,344.4453632,+38d40m29.71s,38.6749190,158.9790000,0.9770000,-0.9650000
HAT-P-11 b,HAT-P-11,1,2,19h50m50.44s,297.7101763,+48d04m54.71s,48.0818635,37.7647000,0.0337000,-0.0336000
HAT-P-11 c,HAT-P-11,1,2,19h50m50.44s,297.7101763,+48d04m54.71s,48.0818635,37.7647000,0.0337000,-0.0336000
HAT-P-12 b,HAT-P-12,1,1,13h57m33.27s,209.3886452,+43d29m35.92s,43.4933100,142.7510000,0.4530000,-0.4500000
HAT-P-13 b,HAT-P-13,1,2,08h39m31.77s,129.8823772,+47d21m06.87s,47.3519076,246.8100000,2.2280000,-2.1880000
HAT-P-13 c,HAT-P-13,1,2,08h39m31.77s,129.8823772,+47d21m06.87s,47.3519076,246.8100000,2.2280000,-2.1880000
HAT-P-14 b,HAT-P-14,2,1,17h20m27.88s,260.1161719,+38d14m31.81s,38.2421682,222.6630000,1.2570000,-1.2440000
HAT-P-15 b,HAT-P-15,1,1,04h24m59.55s,66.2481420,+39d27m38.17s,39.4606020,192.5160000,2.0530000,-2.0100000
HAT-P-16 b,HAT-P-16,3,1,00h38m17.53s,9.5730343,+42d27m47.15s,42.4630961,226.6370000,4.4710000,-4.3050000
HAT-P-17 b,HAT-P-17,1,2,21h38m08.63s,324.5359781,+30d29m17.48s,30.4881882,92.3831000,0.4851000,-0.4802000
HAT-P-17 c,HAT-P-17,1,2,21h38m08.63s,324.5359781,+30d29m17.48s,30.4881882,92.3831000,0.4851000,-0.4802000
HAT-P-18 b,HAT-P-18,1,1,17h05m23.13s,256.3463760,+33d00m44.37s,33.0123251,161.4000000,0.6100000,-0.6050000
HAT-P-19 b,HAT-P-19,1,1,00h38m03.98s,9.5165832,+34d42m41.05s,34.7114025,202.0780000,1.4710000,-1.4510000
HAT-P-2 b,HAT-P-2,1,2,16h20m36.34s,245.1514324,+41d02m52.66s,41.0479601,127.7740000,0.4250000,-0.4230000
HAT-P-2 c,HAT-P-2,1,2,16h20m36.34s,245.1514324,+41d02m52.66s,41.0479601,127.7740000,0.4250000,-0.4230000
HAT-P-20 b,HAT-P-20,1,1,07h27m39.94s,111.9164295,+24d20m10.03s,24.3361185,71.0374000,0.1994000,-0.1983000
HAT-P-21 b,HAT-P-21,1,1,11h25m05.98s,171.2749348,+41d01m40.87s,41.0280207,277.2780000,3.2150000,-3.1440000
HAT-P-22 b,HAT-P-22,2,1,10h22m43.55s,155.6814593,+50d07m43.36s,50.1287115,81.7647000,0.2505000,-0.2489000
HAT-P-23 b,HAT-P-23,1,1,20h24m29.74s,306.1239076,+16d45m43.73s,16.7621462,364.8130000,4.7720000,-4.6530000
HAT-P-24 b,HAT-P-24,2,1,07h15m18.03s,108.8251171,+14d15m45.38s,14.2626064,415.3440000,6.6360000,-6.4350000
HAT-P-25 b,HAT-P-25,1,1,03h13m44.51s,48.4354731,+25d11m50.48s,25.1973548,300.3840000,4.3000000,-4.1820000
HAT-P-26 b,HAT-P-26,1,1,14h12m37.57s,213.1565508,+04d03m33.90s,4.0594175,141.8370000,1.1520000,-1.1330000
HAT-P-27 b,HAT-P-27,2,1,14h51m04.16s,222.7673221,+05d56m50.51s,5.9473626,199.1730000,1.4510000,-1.4300000
HAT-P-28 b,HAT-P-28,1,1,00h52m00.22s,13.0009159,+34d43m42.25s,34.7284020,401.3190000,5.5420000,-5.3950000
HAT-P-29 b,HAT-P-29,2,1,02h12m31.46s,33.1310921,+51d46m43.59s,51.7787754,313.5760000,4.4300000,-4.3100000
HAT-P-3 b,HAT-P-3,2,1,13h44m22.56s,206.0940142,+48d01m42.83s,48.0285650,134.5540000,0.4800000,-0.4770000
HAT-P-30 b,HAT-P-30,2,1,08h15m47.96s,123.9498431,+05d50m12.72s,5.8368669,213.9850000,2.2170000,-2.1730000
HAT-P-31 b,HAT-P-31,1,1,18h06m09.04s,271.5376722,+26d25m35.78s,26.4266061,344.0500000,2.9130000,-2.8650000
HAT-P-32 b,HAT-P-32,2,1,02h04m10.26s,31.0427614,+46d41m16.26s,46.6878512,289.2050000,5.3550000,-5.1670000
HAT-P-33 b,HAT-P-33,2,1,07h32m44.22s,113.1842383,+33d50m06.08s,33.8350214,396.1100000,7.6470000,-7.3680000
HAT-P-34 b,HAT-P-34,1,1,20h12m46.90s,303.1954355,+18d06m17.20s,18.1047776,249.3250000,2.8040000,-2.7440000
HAT-P-35 b,HAT-P-35,3,1,08h13m00.17s,123.2507030,+04d47m13.30s,4.7870288,506.9650000,13.1930000,-12.5510000
HAT-P-36 b,HAT-P-36,1,1,12h33m03.89s,188.2662048,+44d54m55.32s,44.9153672,294.4190000,2.2690000,-2.2350000
HAT-P-37 b,HAT-P-37,1,1,18h57m11.05s,284.2960393,+51d16m08.84s,51.2691212,390.5940000,2.7230000,-2.6860000
HAT-P-38 b,HAT-P-38,1,1,02h21m32.04s,35.3834942,+32d14m45.76s,32.2460441,255.2060000,2.4730000,-2.4270000
HAT-P-39 b,HAT-P-39,2,1,07h35m01.98s,113.7582526,+17d49m48.10s,17.8300283,697.0040000,17.9380000,-17.0750000
HAT-P-4 b,HAT-P-4,2,1,15h19m57.89s,229.9912200,+36d13m46.36s,36.2295450,320.4510000,2.8520000,-2.8020000
HAT-P-40 b,HAT-P-40,1,1,22h22m03.10s,335.5129199,+45d27m26.43s,45.4573423,464.4690000,6.5370000,-6.3610000
HAT-P-41 b,HAT-P-41,2,1,19h49m17.44s,297.3226523,+04d40m20.68s,4.6724124,348.1850000,4.5290000,-4.4170000
HAT-P-42 b,HAT-P-42,1,1,09h01m22.65s,135.3443583,+06d05m49.50s,6.0970828,405.2380000,7.7790000,-7.4960000
HAT-P-43 b,HAT-P-43,1,1,08h35m42.17s,128.9256885,+10d12m23.71s,10.2065866,528.8250000,7.5870000,-7.3790000
HAT-P-44 b,HAT-P-44,1,2,14h12m34.53s,213.1438604,+47d00m53.22s,47.0147826,347.8500000,2.2260000,-2.1990000
HAT-P-44 c,HAT-P-44,1,2,14h12m34.53s,213.1438604,+47d00m53.22s,47.0147826,347.8500000,2.2260000,-2.1990000
HAT-P-45 b,HAT-P-45,1,1,18h17m29.58s,274.3732697,-03d22m51.81s,-3.3810594,298.6400000,6.0310000,-5.8010000
HAT-P-46 b,HAT-P-46,1,1,18h01m46.60s,270.4441831,-02d58m15.53s,-2.9709800,290.7360000,5.1100000,-4.9400000
