
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,st_lum,st_lumerr1,st_lumerr2,st_lumlim,ra,dec,sy_dist,sy_disterr1,sy_disterr2
HD 154857 c,HD 154857,1,2,0.665,0.002,-0.002,0,257.8161940,-56.6810380,63.4482000,0.1565000,-0.1558000
HD 155193 b,HD 155193,1,1,0.641,0.013,-0.018,0,257.4208876,10.0381003,57.7995000,0.1224000,-0.1219000
HD 155358 b,HD 155358,1,2,0.299,0.001,-0.001,0,257.3930947,33.3549277,43.6197000,0.0472000,-0.0472000
HD 155358 c,HD 155358,1,2,0.299,0.001,-0.001,0,257.3930947,33.3549277,43.6197000,0.0472000,-0.0472000
HD 155918 b,HD 155918,1,2,0.016,0.011,-0.011,0,260.5364025,-75.3492390,27.5610000,0.0227000,-0.0226000
HD 155918 c,HD 155918,1,2,0.016,0.011,-0.011,0,260.5364025,-75.3492390,27.5610000,0.0227000,-0.0226000
HD 156098 b,HD 156098,1,2,1.066,0.015,-0.018,0,259.2646870,-32.6630768,48.2490000,0.3786000,-0.3729000
HD 156098 c,HD 156098,1,2,1.066,0.015,-0.018,0,259.2646870,-32.6630768,48.2490000,0.3786000,-0.3729000
HD 156279 b,HD 156279,1,2,-0.146,0.001,-0.001,0,258.0966686,63.3527828,36.1945000,0.0361000,-0.0359000
HD 156279 c,HD 156279,1,2,-0.146,0.001,-0.001,0,258.0966686,63.3527828,36.1945000,0.0361000,-0.0359000
HD 156411 b,HD 156411,1,1,0.731,,,0,259.9639522,-48.5502313,56.8655000,0.1828000,-0.1817000
HD 156668 b,HD 156668,1,2,0.230,0.018,-0.018,0,259.4183491,29.2281610,24.3323000,0.0165000,-0.0166000
HD 156668 c,HD 156668,1,2,-0.537,0.000,0.000,0,259.4183491,29.2281610,24.3323000,0.0165000,-0.0166000
HD 156846 b,HD 156846,2,1,0.697,,,0,260.1423366,-19.3343650,47.7332000,0.1170000,-0.1163000
HD 158038 b,HD 158038,1,1,1.076,0.018,-0.019,0,261.4395312,27.3030721,94.8625000,0.2262500,-0.2262500
HD 158259 b,HD 158259,1,5,0.212,0.001,-0.001,0,261.3495847,52.7904721,27.0498000,0.0215000,-0.0215000
HD 158259 c,HD 158259,1,5,0.212,0.001,-0.001,0,261.3495847,52.7904721,27.0498000,0.0215000,-0.0215000
HD 158259 d,HD 158259,1,5,0.212,0.001,-0.001,0,261.3495847,52.7904721,27.0498000,0.0215000,-0.0215000
HD 158259 e,HD 158259,1,5,0.212,0.001,-0.001,0,261.3495847,52.7904721,27.0498000,0.0215000,-0.0215000
HD 158259 f,HD 158259,1,5,0.212,0.001,-0.001,0,261.3495847,52.7904721,27.0498000,0.0215000,-0.0215000
HD 158996 b,HD 158996,1,1,3.015,,,0,259.9051092,80.1364033,283.6590000,4.5730000,-4.5730000
HD 15906 b,HD 15906,1,2,-0.569,0.031,-0.033,0,38.2712534,-10.3521780,45.5621000,0.0883000,-0.0880000
HD 15906 c,HD 15906,1,2,-0.569,0.031,-0.033,0,38.2712534,-10.3521780,45.5621000,0.0883000,-0.0880000
HD 159243 b,HD 159243,1,2,0.114,,,0,263.3395365,5.7008254,73.3055000,0.2358000,-0.2344000
HD 159243 c,HD 159243,1,2,0.114,,,0,263.3395365,5.7008254,73.3055000,0.2358000,-0.2344000
HD 159868 b,HD 159868,1,2,0.556,0.011,-0.008,0,264.7466665,-43.1462347,55.8503000,0.1669000,-0.1660000
HD 159868 c,HD 159868,1,2,0.555,0.002,-0.002,0,264.7466665,-43.1462347,55.8503000,0.1669000,-0.1660000
HD 1605 b,HD 1605,1,2,0.810,0.050,-0.050,0,5.1317548,30.9750611,88.8047000,0.3754000,-0.3724000
HD 1605 c,HD 1605,1,2,0.810,0.050,-0.050,0,5.1317548,30.9750611,88.8047000,0.3754000,-0.3724000
HD 160691 b,HD 160691,1,4,0.278,0.010,-0.013,0,266.0361585,-51.8348751,15.5981000,0.0296000,-0.0294000
HD 160691 c,HD 160691,1,4,0.278,0.010,-0.013,0,266.0361585,-51.8348751,15.5981000,0.0296000,-0.0294000
HD 160691 d,HD 160691,1,4,0.278,0.010,-0.013,0,266.0361585,-51.8348751,15.5981000,0.0296000,-0.0294000
HD 160691 e,HD 160691,1,4,0.278,0.010,-0.013,0,266.0361585,-51.8348751,15.5981000,0.0296000,-0.0294000
HD 161178 b,HD 161178,1,1,1.751,0.044,-0.043,0,264.2873565,72.4558590,107.1880000,0.4905000,-0.4905000
HD 16141 b,HD 16141,2,1,0.366,0.001,-0.001,0,38.8323674,-3.5624887,37.7861000,0.0836000,-0.0832000
HD 16175 b,HD 16175,1,1,0.508,0.032,-0.035,0,39.2577379,42.0624526,59.8590000,0.2478000,-0.2457000
HD 162020 b,HD 162020,1,1,-0.602,,,0,267.6599252,-40.3184646,30.8248000,0.0715000,-0.0712000
HD 163607 b,HD 163607,1,2,0.420,0.030,-0.030,0,268.4181383,56.3924701,67.7855000,0.1639000,-0.1632000
HD 163607 c,HD 163607,1,2,0.420,0.030,-0.030,0,268.4181383,56.3924701,67.7855000,0.1639000,-0.1632000
HD 16417 b,HD 16417,2,1,0.443,0.001,-0.001,0,39.2441029,-34.5790905,25.3936000,0.0353000,-0.0352000
HD 164509 b,HD 164509,2,1,0.120,0.050,-0.050,0,270.3800811,0.1044685,53.1119000,0.1432000,-0.1425000
HD 164595 b,HD 164595,2,1,0.017,0.001,-0.001,0,270.1613723,29.5726698,28.2540000,0.0208000,-0.0207000
HD 164604 b,HD 164604,1,1,-0.588,0.001,-0.001,0,270.7787177,-28.5608343,39.3633000,0.0963000,-0.0959000
HD 164922 b,HD 164922,1,4,-0.149,0.083,-0.103,0,270.6304652,26.3104077,22.0016000,0.0152000,-0.0151000
HD 164922 c,HD 164922,1,4,-0.149,0.083,-0.103,0,270.6304652,26.3104077,22.0016000,0.0152000,-0.0151000
HD 164922 d,HD 164922,1,4,-0.149,0.083,-0.103,0,270.6304652,26.3104077,22.0016000,0.0152000,-0.0151000
HD 164922 e,HD 164922,1,4,-0.140,0.000,0.000,0,270.6304652,26.3104077,22.0016000,0.0152000,-0.0151000
HD 165131 b,HD 165131,1,1,0.083,0.012,-0.013,0,271.3444007,-21.6737039,57.4263000,0.2111000,-0.2096000
HD 165155 b,HD 165155,1,1,-0.155,0.047,-0.053,0,271.4893395,-29.9172536,63.3574000,0.2184000,-0.2168000
HD 1666 b,HD 1666,1,1,0.730,0.086,-0.108,0,5.2180424,-19.9314823,117.9080000,0.6870000,-0.6790000
HD 166724 b,HD 166724,1,1,-0.509,,,0,273.4988604,-42.5757218,45.1342000,0.0903000,-0.0899000
HD 167042 b,HD 167042,1,1,1.057,0.080,-0.083,0,272.6326268,54.2876184,49.6633000,0.1348000,-0.1348000
HD 167677 b,HD 167677,1,1,-0.132,0.011,-0.010,0,274.2067844,-11.4067857,54.3258000,0.2769000,-0.2741000
HD 167768 b,HD 167768,1,1,1.669,0.018,-0.019,0,274.2213308,-3.0085807,107.2140000,1.0755000,-1.0755000
HD 168009 b,HD 168009,1,1,0.150,0.013,-0.011,0,273.8847918,45.2088229,23.3032000,0.0118000,-0.0118000
HD 168443 b,HD 168443,1,2,0.382,0.010,-0.010,0,275.0159879,-9.5966905,39.6245000,0.1224000,-0.1217000
HD 168443 c,HD 168443,1,2,0.382,0.010,-0.010,0,275.0159879,-9.5966905,39.6245000,0.1224000,-0.1217000
HD 168746 b,HD 168746,1,1,0.041,,,0,275.4573269,-11.9229757,41.5681000,0.1000000,-0.0995000
HD 168863 b,HD 168863,1,1,-0.501,0.017,-0.019,0,275.6642157,-18.0219726,39.8979000,0.0924000,-0.0919000
HD 1690 b,HD 1690,1,1,1.520,,,0,5.3055886,-8.2811442,752.6150000,27.8940000,-27.8940000
HD 16905 b,HD 16905,1,1,-0.518,0.018,-0.015,0,40.0136203,-61.3550396,39.7401000,0.0452000,-0.0452000
HD 169142 b,HD 169142,1,1,0.768,0.016,-0.020,0,276.1240717,-29.7805318,113.6000000,0.8330000,-0.8200000
HD 169830 b,HD 169830,1,2,0.662,,,0,276.9561859,-29.8167919,37.6048000,0.1484000,-0.1473000
HD 169830 c,HD 169830,1,2,0.662,,,0,276.9561859,-29.8167919,37.6048000,0.1484000,-0.1473000
HD 170469 b,HD 170469,2,1,0.204,,,0,277.2955423,11.6954244,60.1780000,0.1491000,-0.1484000
HD 17092 b,HD 17092,1,1,1.756,0.007,-0.007,0,41.5924261,49.6530375,228.4220000,2.7130000,-2.7130000
HD 171028 b,HD 171028,1,1,0.733,0.003,-0.003,0,278.0643694,6.9456827,111.6590000,0.6270000,-0.6210000
HD 171238 b,HD 171238,1,1,-0.090,0.050,-0.050,0,278.6818389,-28.0727849,44.8113000,0.1117000,-0.1112000
HD 17156 b,HD 17156,1,1,0.390,0.050,-0.050,0,42.4366123,71.7530882,78.0863000,0.2397000,-0.2383000
HD 173416 b,HD 173416,1,1,1.892,0.052,-0.060,0,280.9005676,36.5568570,132.1840000,0.7355000,-0.7355000
HD 174205 b,HD 174205,1,1,2.378,0.004,-0.004,0,280.7932014,70.7928237,234.0270000,1.3920000,-1.3750000
HD 175167 b,HD 175167,1,1,0.456,0.002,-0.002,0,285.0033888,-69.9450664,71.0863000,0.1691000,-0.1684000
HD 175541 b,HD 175541,1,1,0.934,0.015,-0.015,0,283.9203211,4.2649344,129.6030000,1.0065000,-1.0065000
HD 175607 b,HD 175607,1,1,-0.271,0.001,-0.001,0,285.2742901,-66.1943379,40.3303000,0.0616000,-0.0613000
HD 17674 b,HD 17674,1,1,0.205,0.001,-0.001,0,42.7684964,30.2865981,44.4264000,0.0861000,-0.0859000
HD 176986 b,HD 176986,1,2,-0.480,0.034,-0.037,0,285.7739138,-11.0449410,27.7843000,0.0483000,-0.0481000
HD 176986 c,HD 176986,1,2,-0.480,0.034,-0.037,0,285.7739138,-11.0449410,27.7843000,0.0483000,-0.0481000
HD 177565 b,HD 177565,1,1,-0.054,0.001,-0.001,0,286.7175787,-37.8122394,16.9179000,0.0192000,-0.0192000
HD 177830 b,HD 177830,2,2,0.685,0.082,-0.101,0,286.3363574,25.9204327,62.7674000,0.1244000,-0.1244000
HD 177830 c,HD 177830,2,2,0.685,0.082,-0.101,0,286.3363574,25.9204327,62.7674000,0.1244000,-0.1244000
HD 178911 B b,HD 178911 B,3,1,-0.043,0.001,-0.001,0,287.2632091,34.6006972,40.9727000,0.0464000,-0.0462000
HD 179079 b,HD 179079,1,1,0.380,0.050,-0.050,0,287.7903733,-2.6387703,69.7116000,0.3982000,-0.3938000
HD 179949 b,HD 179949,1,1,0.301,0.001,-0.001,0,288.8890182,-24.1797939,27.4573000,0.0578000,-0.0577000
HD 180053 b,HD 180053,1,1,1.099,0.003,-0.003,0,288.4008374,34.9146658,137.0430000,0.6090000,-0.6090000
HD 18015 b,HD 18015,1,1,0.974,0.004,-0.004,0,43.3636339,-8.8480392,123.8010000,0.7975000,-0.7975000
HD 180314 b,HD 180314,1,1,1.643,0.066,-0.078,0,288.7094401,31.8604391,122.3620000,0.4490000,-0.4490000
HD 180617 b,HD 180617,2,1,-1.490,0.005,-0.005,0,289.2277322,5.1631615,5.9105900,0.0018300,-0.0018300
HD 180902 b,HD 180902,2,1,0.973,0.023,-0.024,0,289.8239604,-23.5582432,104.5770000,0.5735000,-0.5735000
HD 181234 b,HD 181234,1,1,-0.099,0.002,-0.002,0,289.9998695,-9.3249700,47.7458000,0.1298000,-0.1290000
HD 181342 b,HD 181342,1,1,1.079,0.018,-0.018,0,290.2674078,-23.6196996,120.3910000,0.6940000,-0.6940000
HD 18143 b,HD 18143,1,2,-0.320,0.012,-0.011,0,43.9140248,26.8723829,22.5243000,0.0230000,-0.0230000
HD 18143 c,HD 18143,1,2,-0.320,0.012,-0.011,0,43.9140248,26.8723829,22.5243000,0.0230000,-0.0230000
HD 181433 b,HD 181433,1,3,-0.456,0.016,-0.013,0,291.2873731,-66.4677838,26.8762000,0.0225000,-0.0225000
HD 181433 c,HD 181433,1,3,-0.511,0.035,-0.038,0,291.2873731,-66.4677838,26.8762000,0.0225000,-0.0225000
HD 181433 d,HD 181433,1,3,-0.511,0.035,-0.038,0,291.2873731,-66.4677838,26.8762000,0.0225000,-0.0225000
HD 181720 b,HD 181720,1,1,0.288,,,0,290.7212224,-32.9208401,60.2046000,0.2433000,-0.2414000
HD 183263 b,HD 183263,1,2,0.250,0.010,-0.013,0,292.1022982,8.3579183,54.1955000,0.1131000,-0.1127000
HD 183263 c,HD 183263,1,2,0.250,0.010,-0.013,0,292.1022982,8.3579183,54.1955000,0.1131000,-0.1127000
HD 183579 b,HD 183579,1,1,-0.034,0.019,-0.020,0,293.2866147,-54.5327284,57.2651000,0.1875000,-0.1864000
HD 184010 b,HD 184010,1,3,1.117,0.094,-0.098,0,292.8401421,26.6172796,60.7993000,0.2548000,-0.2548000
HD 184010 c,HD 184010,1,3,1.117,0.094,-0.098,0,292.8401421,26.6172796,60.7993000,0.2548000,-0.2548000
HD 184010 d,HD 184010,1,3,1.117,0.094,-0.098,0,292.8401421,26.6172796,60.7993000,0.2548000,-0.2548000
HD 18438 b,HD 18438,1,1,2.968,0.019,-0.020,0,46.5318358,79.4185800,224.1460000,9.0170000,-8.3560000
HD 185269 b,HD 185269,3,1,0.694,0.001,-0.001,0,294.2987668,28.4995140,51.9917000,0.0843000,-0.0840000
HD 185283 b,HD 185283,1,1,-0.561,0.019,-0.018,0,295.3233609,-56.3221096,31.3950000,0.0545000,-0.0542000
HD 18599 b,HD 18599,2,1,-0.429,0.014,-0.014,0,44.2620144,-56.1918694,38.5653000,0.0366000,-0.0366000
HD 187085 b,HD 187085,1,1,2.130,0.550,-0.440,0,297.3915731,-37.7809929,45.8993000,0.0938000,-0.0935000
HD 187123 b,HD 187123,1,2,0.127,0.012,-0.010,0,296.7428786,34.4189900,45.9548000,0.0716000,-0.0714000
HD 187123 c,HD 187123,1,2,0.127,0.012,-0.010,0,296.7428786,34.4189900,45.9548000,0.0716000,-0.0714000
HD 18742 b,HD 18742,1,1,1.143,0.015,-0.016,0,45.0443115,-20.8027024,162.6850000,3.0755000,-3.0755000
HD 188015 b,HD 188015,2,1,0.059,0.001,-0.001,0,298.0191857,28.0999769,50.6706000,0.1095000,-0.1089000
HD 188641 b,HD 188641,1,1,0.615,0.014,-0.011,0,299.4048303,-37.7448845,64.3399000,0.1793000,-0.1784000
HD 189567 b,HD 189567,1,2,0.324,,,0,301.3959616,-67.3237992,17.9055000,0.0124000,-0.0123000
HD 189567 c,HD 189567,1,2,0.324,,,0,301.3959616,-67.3237992,17.9055000,0.0124000,-0.0123000
HD 189733 b,HD 189733,2,1,-0.461,0.018,-0.009,0,300.1821223,22.7097759,19.7638000,0.0128000,-0.0127000
HD 190007 b,HD 190007,1,1,-0.680,0.010,-0.010,0,300.6956339,3.3266992,12.7141000,0.0101000,-0.0100000
HD 190228 b,HD 190228,1,1,0.697,,,0,300.7537294,28.3065564,62.7146000,0.1210500,-0.1210500
HD 190360 b,HD 190360,2,2,0.066,0.010,-0.009,0,300.9092476,29.8945410,16.0069000,0.0159000,-0.0159000
HD 190360 c,HD 190360,2,2,0.066,0.010,-0.009,0,300.9092476,29.8945410,16.0069000,0.0159000,-0.0159000
HD 190647 b,HD 190647,1,1,0.297,,,0,301.8318167,-35.5395236,54.4738000,0.1482000,-0.1475000
HD 190984 b,HD 190984,1,1,0.430,,,0,302.8779827,-64.6202728,148.1870000,0.9890000,-0.9760000
HD 191806 b,HD 191806,1,1,0.348,0.030,-0.032,0,302.3687580,52.2767265,65.6668000,0.1125000,-0.1120000
HD 191939 b,HD 191939,1,6,-0.187,0.013,-0.014,0,302.0256247,66.8503014,53.6089000,0.0733000,-0.0731000
HD 191939 c,HD 191939,1,6,-0.187,0.013,-0.014,0,302.0256247,66.8503014,53.6089000,0.0733000,-0.0731000
HD 191939 d,HD 191939,1,6,-0.187,0.013,-0.014,0,302.0256247,66.8503014,53.6089000,0.0733000,-0.0731000
HD 191939 e,HD 191939,1,6,-0.187,0.013,-0.014,0,302.0256247,66.8503014,53.6089000,0.0733000,-0.0731000
HD 191939 f,HD 191939,1,6,-0.187,0.013,-0.014,0,302.0256247,66.8503014,53.6089000,0.0733000,-0.0731000
HD 191939 g,HD 191939,1,6,-0.187,0.013,-0.014,0,302.0256247,66.8503014,53.6089000,0.0733000,-0.0731000
HD 192263 b,HD 192263,1,1,-0.470,,,0,303.4990864,-0.8657574,19.6359000,0.0218000,-0.0217000
HD 192310 b,HD 192310,1,2,-0.415,0.008,-0.008,0,303.8284712,-27.0337556,8.7968700,0.0092500,-0.0092400
HD 192310 c,HD 192310,1,2,-0.415,0.008,-0.008,0,303.8284712,-27.0337556,8.7968700,0.0092500,-0.0092400
HD 192699 b,HD 192699,1,1,1.009,0.004,-0.004,0,304.0248392,4.5805708,71.8627000,0.2667000,-0.2667000
HD 194490 b,HD 194490,1,1,0.147,0.010,-0.014,0,306.9980087,-51.6644646,80.2349000,0.2496000,-0.2480000
HD 195019 b,HD 195019,2,1,0.333,0.012,-0.010,0,307.0792427,18.7692509,37.6681000,0.0669000,-0.0667000
HD 196050 b,HD 196050,3,1,0.260,,,0,309.4637796,-60.6347649,50.6742000,0.1021000,-0.1017000
HD 196067 b,HD 196067,2,1,0.572,,,0,310.4364195,-75.3514992,39.9346000,0.0460000,-0.0460000
HD 19615 b,HD 19615,1,1,2.515,0.004,-0.004,0,48.7813299,73.8680150,265.1550000,1.8230000,-1.7990000
HD 196885 A b,HD 196885 A,2,1,0.380,0.030,-0.030,0,309.9664609,11.2500236,34.1692000,0.0573000,-0.0570000
HD 197037 b,HD 197037,2,1,0.239,0.001,-0.001,0,309.8869681,42.2475930,33.1944000,0.0291000,-0.0291000
HD 199509 b,HD 199509,1,1,-0.084,0.010,-0.013,0,317.3445632,-82.0274926,24.3056000,0.0204000,-0.0204000
HD 19994 b,HD 19994,3,1,0.580,,,0,48.1943193,-1.1963955,22.5242000,0.1042000,-0.1033000
HD 20003 b,HD 20003,1,2,-0.143,0.018,-0.018,0,46.9090081,-72.3219221,41.8316000,0.0499000,-0.0498000
HD 20003 c,HD 20003,1,2,-0.143,0.018,-0.018,0,46.9090081,-72.3219221,41.8316000,0.0499000,-0.0498000
HD 200964 b,HD 200964,1,2,1.064,0.015,-0.015,0,316.6664183,3.8033357,72.5922000,0.2415500,-0.2415500
HD 200964 c,HD 200964,1,2,1.064,0.015,-0.015,0,316.6664183,3.8033357,72.5922000,0.2415500,-0.2415500
HD 202206 c,HD 202206,2,1,0.035,0.002,-0.002,0,318.7405221,-20.7897284,45.9665000,0.1391000,-0.1383000
HD 202696 b,HD 202696,1,2,1.369,0.042,-0.039,0,319.2250346,27.2582799,188.5460000,1.5870000,-1.5620000
HD 202696 c,HD 202696,1,2,1.369,0.042,-0.039,0,319.2250346,27.2582799,188.5460000,1.5870000,-1.5620000
HD 202772 A b,HD 202772 A,2,1,0.971,0.024,-0.028,0,319.6995877,-26.6163743,161.4980000,2.4590000,-2.3880000
HD 203030 b,HD 203030,1,1,-0.227,0.001,-0.001,0,319.7432238,26.2305846,39.2503000,0.0949000,-0.0944000
HD 20329 b,HD 20329,1,1,0.049,0.002,-0.002,0,49.1781240,15.6563542,63.6796000,0.2863000,-0.2838000
HD 203387 b,HD 203387,1,2,1.860,,,0,320.5617820,-16.8345229,61.7477000,1.1545500,-1.1545500
HD 203387 c,HD 203387,1,2,1.860,,,0,320.5617820,-16.8345229,61.7477000,1.1545500,-1.1545500
HD 2039 b,HD 2039,1,1,0.194,0.002,-0.002,0,6.0851069,-56.6499880,85.6922000,0.2048000,-0.2038000
HD 204313 b,HD 204313,1,3,0.100,0.002,-0.002,0,322.0510568,-21.7274194,47.7945000,0.1455000,-0.1446000
HD 204313 c,HD 204313,1,3,0.100,0.002,-0.002,0,322.0510568,-21.7274194,47.7945000,0.1455000,-0.1446000
HD 204313 e,HD 204313,1,3,0.100,0.002,-0.002,0,322.0510568,-21.7274194,47.7945000,0.1455000,-0.1446000
HD 204941 b,HD 204941,2,1,-0.509,,,0,323.0966714,-20.9579570,28.7165000,0.0612000,-0.0609000
HD 205158 b,HD 205158,1,1,0.653,0.020,-0.010,0,323.9186227,-59.6933144,86.6159000,0.3870000,-0.3836000
HD 205739 b,HD 205739,1,1,0.360,,,0,324.5351273,-31.7378373,92.5087000,0.8954000,-0.8787000
HD 206255 b,HD 206255,1,1,0.652,0.002,-0.002,0,325.5917768,-50.0935884,75.2363000,0.1995000,-0.1985000
HD 206610 b,HD 206610,1,1,1.276,0.014,-0.014,0,325.8537599,-7.4082451,147.1920000,1.9630000,-1.9630000
HD 206893 b,HD 206893,1,2,0.456,0.016,-0.018,0,326.3416874,-12.7833522,40.7583000,0.1072000,-0.1066000
HD 206893 c,HD 206893,1,2,0.456,0.016,-0.018,0,326.3416874,-12.7833522,40.7583000,0.1072000,-0.1066000
HD 207496 b,HD 207496,1,1,-0.509,0.019,-0.011,0,328.7181708,-77.3388025,23.6060000,0.0179000,-0.0179000
HD 20781 b,HD 20781,2,5,-0.310,0.034,-0.037,0,50.0139757,-28.7841175,35.9715000,0.0527000,-0.0526000
HD 20781 c,HD 20781,2,5,-0.310,0.034,-0.037,0,50.0139757,-28.7841175,35.9715000,0.0527000,-0.0526000
HD 20781 d,HD 20781,2,5,-0.310,0.034,-0.037,0,50.0139757,-28.7841175,35.9715000,0.0527000,-0.0526000
HD 20781 e,HD 20781,2,5,-0.310,0.034,-0.037,0,50.0139757,-28.7841175,35.9715000,0.0527000,-0.0526000
HD 20782 b,HD 20782,2,5,0.107,0.009,-0.014,0,50.0166232,-28.8543535,35.9864000,0.0414000,-0.0413000
HD 207832 b,HD 207832,3,2,-0.110,0.050,-0.050,0,328.1517893,-26.0271749,58.9291000,0.1560000,-0.1552000
HD 207832 c,HD 207832,3,2,-0.112,0.051,,0,328.1517893,-26.0271749,58.9291000,0.1560000,-0.1552000
HD 207897 b,HD 207897,1,1,-0.421,0.043,-0.041,0,325.2016451,84.3337613,28.2938000,0.0312000,-0.0312000
HD 20794 b,HD 20794,1,4,-0.163,0.002,-0.002,0,49.9997666,-43.0666533,6.0027800,0.0085400,-0.0085100
HD 20794 c,HD 20794,1,4,-0.163,0.002,-0.002,0,49.9997666,-43.0666533,6.0027800,0.0085400,-0.0085100
HD 20794 d,HD 20794,1,4,-0.163,0.002,-0.002,0,49.9997666,-43.0666533,6.0027800,0.0085400,-0.0085100
HD 20794 e,HD 20794,1,4,-0.163,0.002,-0.002,0,49.9997666,-43.0666533,6.0027800,0.0085400,-0.0085100
HD 208487 b,HD 208487,1,1,0.244,0.002,-0.002,0,329.3332489,-37.7641354,45.1470000,0.1593000,-0.1582000
HD 208527 b,HD 208527,1,1,2.863,0.018,-0.019,0,329.0999413,21.2399220,312.2020000,11.3800000,-10.6190000
HD 20868 b,HD 20868,1,1,-0.529,0.055,-0.055,0,50.1794053,-33.7296900,47.7223000,0.0699000,-0.0697000
HD 208897 b,HD 208897,1,1,1.090,0.070,-0.070,0,329.7490639,19.0201591,67.4872000,0.2210500,-0.2210500
HD 209458 b,HD 209458,1,1,0.231,0.015,-0.012,0,330.7950219,18.8842419,48.3016000,0.1240000,-0.1234000
HD 210193 b,HD 210193,1,1,0.056,0.001,-0.001,0,332.3951324,-41.2252050,42.2029000,0.0794000,-0.0792000
HD 210277 b,HD 210277,1,1,-0.032,,,0,332.3748117,-7.5505962,21.2985000,0.0220000,-0.0220000
HD 210702 b,HD 210702,1,1,1.035,0.092,-0.095,0,332.9638643,16.0404806,54.1963000,0.2316000,-0.2316000
HD 211403 b,HD 211403,1,1,0.364,0.013,-0.016,0,333.8158177,58.2755601,83.0919000,0.2375000,-0.2361000
HD 211810 b,HD 211810,1,1,0.070,0.430,-0.430,0,334.5286724,61.1349912,64.6353000,0.1310000,-0.1304000
HD 211970 b,HD 211970,1,1,-1.065,0.000,0.000,0,335.5661579,-54.5596006,13.1277000,0.0069000,-0.0070000
HD 212301 b,HD 212301,2,1,0.243,0.024,-0.026,0,336.8803957,-77.7183219,54.2304000,0.0860000,-0.0857000
HD 212771 b,HD 212771,1,1,1.188,0.014,-0.014,0,336.7624130,-17.2641046,111.1550000,0.5445000,-0.5445000
HD 213240 b,HD 213240,2,1,0.429,0.001,-0.001,0,337.7506266,-49.4341037,40.8707000,0.0626000,-0.0625000
HD 213472 b,HD 213472,1,1,0.285,0.010,-0.013,0,337.7069969,40.7222277,64.4527000,0.1509000,-0.1501000
HD 213519 b,HD 213519,1,1,0.089,0.011,-0.012,0,337.7727845,45.1452472,41.0014000,0.0567000,-0.0565000
HD 213885 b,HD 213885,1,2,0.139,0.014,-0.016,0,338.9837166,-59.8648290,48.0883000,0.0991000,-0.0987000
HD 213885 c,HD 213885,1,2,0.139,0.014,-0.016,0,338.9837166,-59.8648290,48.0883000,0.0991000,-0.0987000
HD 21411 b,HD 21411,1,1,-0.266,0.001,-0.001,0,51.5474155,-30.6168403,29.1328000,0.0312000,-0.0312000
HD 214823 b,HD 214823,2,1,0.638,0.054,-0.062,0,340.0832062,31.7875183,101.3680000,0.4890000,-0.4850000
HD 215152 b,HD 215152,1,4,-0.523,0.001,-0.001,0,340.8380941,-6.4020685,21.5974000,0.0488000,-0.0485000
HD 215152 c,HD 215152,1,4,-0.523,0.001,-0.001,0,340.8380941,-6.4020685,21.5974000,0.0488000,-0.0485000
HD 215152 d,HD 215152,1,4,-0.523,0.001,-0.001,0,340.8380941,-6.4020685,21.5974000,0.0488000,-0.0485000
HD 215152 e,HD 215152,1,4,-0.523,0.001,-0.001,0,340.8380941,-6.4020685,21.5974000,0.0488000,-0.0485000
HD 21520 b,HD 21520,1,1,0.066,0.005,-0.005,0,51.6403449,-43.6136649,79.2080000,0.1598000,-0.1592000
HD 215497 b,HD 215497,1,2,-0.410,,,0,341.6527140,-56.5997984,40.5468000,0.0537000,-0.0535000
HD 215497 c,HD 215497,1,2,-0.410,,,0,341.6527140,-56.5997984,40.5468000,0.0537000,-0.0535000
HD 216435 b,HD 216435,1,1,0.557,0.001,-0.001,0,343.4094703,-48.5986332,32.9834000,0.0848000,-0.0843000
HD 216437 b,HD 216437,1,1,0.350,,,0,343.6639631,-70.0733957,26.6902000,0.0322000,-0.0321000
HD 216520 b,HD 216520,1,2,-0.452,0.004,-0.004,0,341.8768719,83.6975307,19.5520000,0.0113000,-0.0113000
HD 216520 c,HD 216520,1,2,-0.452,0.004,-0.004,0,341.8768719,83.6975307,19.5520000,0.0113000,-0.0113000
HD 216536 b,HD 216536,1,1,1.800,0.210,-0.210,0,343.2665641,44.4777303,376.2330000,3.7745000,-3.7745000
HD 216770 b,HD 216770,1,1,-0.100,,,0,343.9748751,-26.6595286,36.6625000,0.0984000,-0.0979000
HD 21693 b,HD 21693,1,2,-0.208,0.014,-0.014,0,51.8040469,-58.3232726,33.2550000,0.0349000,-0.0348000
HD 21693 c,HD 21693,1,2,-0.208,0.014,-0.014,0,51.8040469,-58.3232726,33.2550000,0.0349000,-0.0348000
